 DateTime,Rain,PET,EPot,EAct,W,SM,RS,RI,ExcS,ExcI,R,RObs
2008- 7- 1  0: 0: 0,    21.759,     3.213,     3.961,     3.634,   150.611,     0.575,     0.431,     1.392,     1.299,     1.645,    29.159,   165.000
2008- 7- 2  0: 0: 0,     0.596,     3.347,     4.126,     2.184,   148.581,     0.567,     0.418,     1.421,     0.011,     0.119,    53.336,   152.000
2008- 7- 3  0: 0: 0,     0.290,     3.692,     4.551,     2.447,   146.134,     0.558,     0.403,     1.343,     0.000,     0.000,    86.677,   151.000
2008- 7- 4  0: 0: 0,     0.640,     2.405,     2.965,     1.461,   144.828,     0.553,     0.387,     1.172,     0.002,     0.002,    95.054,   152.000
2008- 7- 5  0: 0: 0,     5.938,     1.429,     1.762,     1.343,   148.301,     0.566,     0.418,     1.293,     0.325,     0.563,    91.282,   185.000
2008- 7- 6  0: 0: 0,    17.918,     1.749,     2.156,     1.733,   160.435,     0.612,     0.571,     2.666,     1.175,     2.728,    98.754,   233.000
2008- 7- 7  0: 0: 0,     5.978,     1.066,     1.314,     1.133,   163.493,     0.624,     0.600,     3.250,     0.346,     1.340,   141.612,   249.000
2008- 7- 8  0: 0: 0,     6.145,     1.067,     1.315,     1.059,   166.877,     0.637,     0.628,     3.694,     0.366,     1.195,   238.949,   271.000
2008- 7- 9  0: 0: 0,     7.836,     1.855,     2.286,     1.654,   171.311,     0.654,     0.663,     3.766,     0.430,     0.872,   345.813,   341.000
2008- 7-10  0: 0: 0,     0.956,     2.706,     3.336,     1.824,   169.886,     0.648,     0.633,     3.177,     0.018,     0.048,   376.840,   485.000
2008- 7-11  0: 0: 0,     4.284,     3.331,     4.107,     2.498,   170.545,     0.651,     0.628,     2.652,     0.189,     0.281,   336.530,   669.000
2008- 7-12  0: 0: 0,     1.461,     3.544,     4.369,     2.252,   168.761,     0.644,     0.596,     2.040,     0.012,     0.017,   267.180,   626.000
2008- 7-13  0: 0: 0,     0.377,     3.182,     3.922,     2.345,   166.467,     0.635,     0.563,     1.546,     0.001,     0.001,   208.450,   527.000
2008- 7-14  0: 0: 0,     0.185,     3.283,     4.048,     2.456,   164.011,     0.626,     0.531,     1.173,     0.000,     0.000,   158.950,   464.000
2008- 7-15  0: 0: 0,     8.039,     2.824,     3.481,     2.376,   167.783,     0.640,     0.561,     1.433,     0.419,     0.916,   128.105,   422.000
2008- 7-16  0: 0: 0,     0.171,     3.583,     4.417,     2.718,   165.085,     0.630,     0.531,     1.249,     0.000,     0.000,   108.146,   388.000
2008- 7-17  0: 0: 0,    12.007,     2.911,     3.589,     2.897,   172.258,     0.657,     0.594,     1.525,     0.641,     0.714,   116.401,   364.000
2008- 7-18  0: 0: 0,     1.284,     2.180,     2.688,     1.583,   171.442,     0.654,     0.569,     1.418,     0.034,     0.059,   129.229,   343.000
2008- 7-19  0: 0: 0,     0.024,     3.049,     3.758,     2.494,   168.951,     0.645,     0.540,     1.259,     0.000,     0.000,   129.386,   326.000
2008- 7-20  0: 0: 0,     0.088,     3.369,     4.154,     2.593,   166.358,     0.635,     0.513,     1.091,     0.000,     0.000,   121.624,   311.000
2008- 7-21  0: 0: 0,    23.773,     2.291,     2.825,     2.644,   183.678,     0.701,     0.707,     2.148,     1.520,     2.130,   153.387,   296.000
2008- 7-22  0: 0: 0,   124.478,     1.763,     2.173,     2.173,   243.921,     0.931,     1.957,    32.364,     8.851,    53.210,   519.594,   292.000
2008- 7-23  0: 0: 0,    23.845,     1.733,     2.137,     2.067,   248.904,     0.950,     2.105,    40.376,     1.573,    15.152,  1561.206,   529.000
2008- 7-24  0: 0: 0,    16.153,     2.869,     3.538,     3.039,   250.466,     0.956,     2.155,    43.339,     0.998,    10.154,  2143.271,  2230.000
2008- 7-25  0: 0: 0,     2.187,     2.592,     3.196,     2.641,   248.452,     0.948,     2.068,    38.889,     0.088,     1.037,  2456.952,  3960.000
2008- 7-26  0: 0: 0,     7.627,     2.825,     3.483,     3.067,   250.234,     0.955,     2.016,    33.677,     0.351,     2.039,  2470.045,  4140.000
2008- 7-27  0: 0: 0,     0.970,     3.327,     4.101,     3.257,   247.187,     0.943,     1.910,    27.135,     0.010,     0.054,  2203.092,  3570.000
2008- 7-28  0: 0: 0,     0.004,     4.003,     4.935,     4.640,   242.547,     0.925,     1.804,    21.290,     0.000,     0.000,  1814.805,  2800.000
2008- 7-29  0: 0: 0,     4.260,     3.405,     4.198,     2.326,   242.354,     0.925,     1.713,    16.712,     0.088,     0.272,  1414.446,  2190.000
2008- 7-30  0: 0: 0,     5.624,     1.859,     2.292,     2.257,   244.740,     0.934,     1.647,    13.534,     0.241,     0.706,  1079.651,  1640.000
2008- 7-31  0: 0: 0,     1.509,     1.612,     1.987,     1.422,   244.201,     0.932,     1.554,    10.986,     0.037,     0.109,   798.333,  1130.000
2008- 8- 1  0: 0: 0,    22.037,     3.784,     4.665,     4.064,   250.082,     0.954,     1.646,    15.016,     1.280,    10.238,   777.951,   902.000
2008- 8- 2  0: 0: 0,     3.934,     3.408,     4.202,     3.072,   249.064,     0.950,     1.560,    13.929,     0.097,     0.721,  1098.247,   769.000
2008- 8- 3  0: 0: 0,     0.015,     3.617,     4.459,     4.225,   244.839,     0.934,     1.463,    11.962,     0.000,     0.000,  1012.614,   996.000
2008- 8- 4  0: 0: 0,     0.383,     3.302,     4.070,     3.543,   241.393,     0.921,     1.372,    10.196,     0.002,     0.007,   820.355,  1130.000
2008- 8- 5  0: 0: 0,     9.147,     3.858,     4.756,     4.172,   242.973,     0.927,     1.359,    10.226,     0.502,     2.525,   628.671,  1070.000
2008- 8- 6  0: 0: 0,     0.210,     3.824,     4.715,     4.247,   238.769,     0.911,     1.278,     9.177,     0.001,     0.001,   469.488,   954.000
2008- 8- 7  0: 0: 0,     0.027,     3.774,     4.652,     4.214,   234.555,     0.895,     1.202,     8.334,     0.000,     0.000,   349.362,   889.000
2008- 8- 8  0: 0: 0,     0.003,     3.917,     4.829,     4.313,   230.242,     0.878,     1.130,     7.717,     0.000,     0.000,   294.265,   781.000
2008- 8- 9  0: 0: 0,     0.068,     3.971,     4.895,     4.237,   226.004,     0.862,     1.064,     7.211,     0.000,     0.000,   259.356,   618.000
2008- 8-10  0: 0: 0,     0.027,     3.792,     4.675,     4.003,   222.001,     0.847,     1.003,     6.776,     0.000,     0.000,   225.101,   519.000
2008- 8-11  0: 0: 0,     0.900,     3.588,     4.423,     3.412,   218.976,     0.835,     0.948,     6.422,     0.010,     0.021,   190.184,   463.000
2008- 8-12  0: 0: 0,     0.022,     3.487,     4.299,     3.570,   215.407,     0.822,     0.895,     6.127,     0.000,     0.000,   157.668,   414.000
2008- 8-13  0: 0: 0,    35.722,     3.138,     3.869,     3.869,   238.687,     0.911,     1.182,     9.477,     2.305,     6.268,   195.342,   355.000
2008- 8-14  0: 0: 0,     3.718,     1.869,     2.304,     1.587,   239.637,     0.914,     1.145,     9.413,     0.135,     0.358,   283.371,   384.000
2008- 8-15  0: 0: 0,    12.129,     1.016,     1.253,     1.154,   243.897,     0.931,     1.204,    12.304,     0.794,     5.835,   332.921,   750.000
2008- 8-16  0: 0: 0,    60.627,     0.729,     0.899,     0.899,   259.140,     0.989,     1.775,    34.694,     4.322,    40.163,   652.560,  1140.000
2008- 8-17  0: 0: 0,     0.723,     1.512,     1.864,     1.204,   258.001,     0.984,     1.692,    33.442,     0.001,     0.012,  1859.547,  2300.000
2008- 8-18  0: 0: 0,     0.002,     3.595,     4.432,     4.360,   253.641,     0.968,     1.607,    29.785,     0.000,     0.000,  2473.155,  4110.000
2008- 8-19  0: 0: 0,     9.192,     3.667,     4.521,     4.058,   254.381,     0.971,     1.594,    26.641,     0.491,     3.499,  2378.622,  4020.000
2008- 8-20  0: 0: 0,     2.249,     3.048,     3.758,     3.167,   251.848,     0.961,     1.523,    22.187,     0.088,     1.035,  1949.337,  3010.000
2008- 8-21  0: 0: 0,     0.566,     2.418,     2.981,     2.351,   249.535,     0.952,     1.442,    17.928,     0.000,     0.001,  1466.181,  2030.000
2008- 8-22  0: 0: 0,     0.233,     2.567,     3.164,     2.895,   246.717,     0.941,     1.364,    14.612,     0.002,     0.005,  1055.635,  1550.000
2008- 8-23  0: 0: 0,     0.001,     3.766,     4.643,     4.367,   242.349,     0.925,     1.289,    12.189,     0.000,     0.000,   749.303,  1210.000
2008- 8-24  0: 0: 0,     0.014,     3.567,     4.398,     4.050,   238.300,     0.909,     1.218,    10.488,     0.000,     0.000,   536.600,   956.000
2008- 8-25  0: 0: 0,     0.220,     2.995,     3.693,     3.162,   235.140,     0.897,     1.151,     9.322,     0.000,     0.000,   394.302,   771.000
2008- 8-26  0: 0: 0,     0.002,     3.527,     4.348,     3.897,   231.242,     0.882,     1.089,     8.532,     0.000,     0.000,   300.663,   603.000
2008- 8-27  0: 0: 0,     0.049,     2.860,     3.526,     3.072,   228.170,     0.871,     1.031,     7.995,     0.000,     0.000,   238.905,   491.000
2008- 8-28  0: 0: 0,    22.756,     3.146,     3.878,     3.427,   240.957,     0.919,     1.179,    10.327,     1.387,     4.737,   237.626,   430.000
2008- 8-29  0: 0: 0,    42.822,     0.928,     1.144,     1.144,   254.219,     0.970,     1.562,    24.523,     3.016,    25.399,   525.169,   401.000
2008- 8-30  0: 0: 0,    14.639,     0.639,     0.788,     0.788,   257.473,     0.982,     1.636,    29.292,     1.002,     9.595,  1478.660,   527.000
2008- 8-31  0: 0: 0,     0.000,     3.294,     4.061,     3.993,   253.480,     0.967,     1.558,    27.083,     0.000,     0.000,  2272.418,  1730.000
2008- 9- 1  0: 0: 0,     0.010,     3.304,     4.073,     3.932,   249.549,     0.952,     1.481,    23.465,     0.000,     0.000,  2429.076,  2660.000
2008- 9- 2  0: 0: 0,     0.159,     3.377,     4.164,     3.815,   245.733,     0.938,     1.406,    19.421,     0.000,     0.000,  2147.665,  2290.000
2008- 9- 3  0: 0: 0,     0.914,     1.460,     1.800,     1.376,   244.849,     0.934,     1.336,    15.830,     0.020,     0.058,  1709.236,  1620.000
2008- 9- 4  0: 0: 0,     2.706,     2.534,     3.124,     2.842,   243.936,     0.931,     1.288,    13.266,     0.151,     0.512,  1305.350,  1110.000
2008- 9- 5  0: 0: 0,     0.005,     3.157,     3.892,     3.618,   240.319,     0.917,     1.220,    11.158,     0.000,     0.000,   991.072,   795.000
2008- 9- 6  0: 0: 0,     0.030,     3.031,     3.736,     3.400,   236.918,     0.904,     1.156,     9.644,     0.000,     0.000,   739.605,   614.000
2008- 9- 7  0: 0: 0,     2.289,     1.413,     1.742,     1.422,   237.189,     0.905,     1.111,     8.734,     0.107,     0.255,   556.824,   528.000
2008- 9- 8  0: 0: 0,     4.116,     1.455,     1.794,     1.556,   238.662,     0.911,     1.093,     8.408,     0.263,     0.703,   430.901,   450.000
2008- 9- 9  0: 0: 0,     0.392,     2.615,     3.224,     2.701,   236.085,     0.901,     1.040,     7.897,     0.003,     0.007,   351.562,   402.000
2008- 9-10  0: 0: 0,     0.844,     1.309,     1.613,     1.287,   235.342,     0.898,     0.994,     7.514,     0.027,     0.065,   296.735,   382.000
2008- 9-11  0: 0: 0,     0.006,     3.016,     3.718,     3.333,   232.009,     0.885,     0.948,     7.149,     0.000,     0.000,   255.673,   366.000
2008- 9-12  0: 0: 0,     0.027,     3.017,     3.720,     3.269,   228.740,     0.873,     0.904,     6.828,     0.000,     0.000,   223.452,   347.000
2008- 9-13  0: 0: 0,     0.091,     2.351,     2.898,     2.447,   226.293,     0.863,     0.864,     6.547,     0.000,     0.000,   198.139,   333.000
2008- 9-14  0: 0: 0,     0.020,     2.125,     2.620,     2.248,   224.045,     0.855,     0.827,     6.300,     0.000,     0.000,   177.408,   309.000
2008- 9-15  0: 0: 0,     0.000,     2.649,     3.265,     2.793,   221.252,     0.844,     0.792,     6.081,     0.000,     0.000,   159.714,   285.000
2008- 9-16  0: 0: 0,     0.000,     2.725,     3.359,     2.835,   218.416,     0.833,     0.760,     5.884,     0.000,     0.000,   144.228,   265.000
2008- 9-17  0: 0: 0,     0.035,     2.551,     3.145,     2.588,   215.828,     0.823,     0.731,     5.703,     0.000,     0.000,   130.513,   250.000
2008- 9-18  0: 0: 0,     7.435,     2.274,     2.803,     2.303,   219.492,     0.837,     0.763,     5.949,     0.405,     0.727,   118.615,   240.000
2008- 9-19  0: 0: 0,     1.116,     1.914,     2.360,     1.715,   218.417,     0.833,     0.740,     5.815,     0.032,     0.079,   117.285,   235.000
2008- 9-20  0: 0: 0,     1.119,     2.009,     2.477,     1.996,   217.257,     0.829,     0.720,     5.652,     0.049,     0.112,   115.071,   234.000
2008- 9-21  0: 0: 0,     0.000,     2.079,     2.563,     2.120,   215.137,     0.821,     0.696,     5.414,     0.000,     0.000,   107.782,   235.000
2008- 9-22  0: 0: 0,     1.514,     2.593,     3.197,     2.586,   213.732,     0.815,     0.683,     5.265,     0.075,     0.134,    99.760,   239.000
2008- 9-23  0: 0: 0,     2.370,     0.779,     0.960,     0.799,   214.861,     0.820,     0.678,     5.169,     0.114,     0.199,   101.647,   236.000
2008- 9-24  0: 0: 0,     0.180,     0.969,     1.195,     0.830,   214.033,     0.817,     0.657,     4.960,     0.000,     0.000,    97.631,   341.000
2008- 9-25  0: 0: 0,     0.596,     0.780,     0.962,     0.659,   213.734,     0.815,     0.640,     4.772,     0.019,     0.034,    88.192,   425.000
2008- 9-26  0: 0: 0,     0.817,     0.895,     1.103,     0.868,   213.503,     0.815,     0.627,     4.611,     0.035,     0.060,    77.374,   351.000
2008- 9-27  0: 0: 0,     0.766,     0.589,     0.726,     0.573,   213.538,     0.815,     0.613,     4.456,     0.024,     0.041,    67.487,   291.000
2008- 9-28  0: 0: 0,     1.648,     0.825,     1.017,     0.781,   214.041,     0.817,     0.607,     4.367,     0.070,     0.127,    59.340,   257.000
2008- 9-29  0: 0: 0,     0.130,     1.409,     1.738,     1.310,   212.730,     0.812,     0.592,     4.214,     0.000,     0.000,    53.822,   229.000
2008- 9-30  0: 0: 0,     0.003,     1.660,     2.047,     1.659,   211.071,     0.805,     0.577,     4.063,     0.000,     0.000,    50.196,   207.000
2008-10- 1  0: 0: 0,     0.013,     1.688,     2.081,     1.663,   209.408,     0.799,     0.564,     3.911,     0.000,     0.000,    46.417,   194.000
2008-10- 2  0: 0: 0,     0.021,     1.848,     2.278,     1.800,   207.608,     0.792,     0.551,     3.764,     0.000,     0.000,    42.349,   196.000
2008-10- 3  0: 0: 0,     0.565,     1.954,     2.409,     1.498,   206.146,     0.786,     0.540,     3.624,     0.000,     0.001,    38.315,   213.000
2008-10- 4  0: 0: 0,     5.608,     0.526,     0.648,     0.614,   210.171,     0.802,     0.582,     3.827,     0.366,     0.584,    44.041,   227.000
2008-10- 5  0: 0: 0,     0.000,     2.031,     2.503,     2.004,   208.167,     0.794,     0.567,     3.667,     0.000,     0.000,    52.687,   231.000
2008-10- 6  0: 0: 0,     0.000,     1.712,     2.111,     1.668,   206.499,     0.788,     0.554,     3.487,     0.000,     0.000,    53.130,   225.000
2008-10- 7  0: 0: 0,     0.135,     1.957,     2.413,     1.886,   204.713,     0.781,     0.542,     3.318,     0.005,     0.009,    49.397,   214.000
2008-10- 8  0: 0: 0,     0.001,     1.437,     1.772,     1.374,   203.339,     0.776,     0.530,     3.157,     0.000,     0.000,    43.760,   204.000
2008-10- 9  0: 0: 0,     0.406,     1.632,     2.012,     1.260,   202.088,     0.771,     0.519,     3.011,     0.000,     0.000,    37.797,   197.000
2008-10-10  0: 0: 0,     2.672,     1.526,     1.881,     1.400,   202.775,     0.774,     0.527,     2.985,     0.126,     0.186,    34.561,   190.000
2008-10-11  0: 0: 0,     0.198,     0.957,     1.180,     0.780,   202.009,     0.771,     0.516,     2.863,     0.000,     0.000,    39.391,   182.000
2008-10-12  0: 0: 0,     0.009,     1.873,     2.309,     1.769,   200.239,     0.764,     0.506,     2.736,     0.000,     0.000,    39.489,   174.000
2008-10-13  0: 0: 0,     0.004,     1.966,     2.424,     1.846,   198.393,     0.757,     0.496,     2.609,     0.000,     0.000,    35.763,   164.000
2008-10-14  0: 0: 0,     0.003,     1.989,     2.453,     1.851,   196.542,     0.750,     0.487,     2.487,     0.000,     0.000,    30.899,   151.000
2008-10-15  0: 0: 0,     0.021,     1.985,     2.447,     1.816,   194.726,     0.743,     0.478,     2.375,     0.000,     0.000,    26.399,   136.000
2008-10-16  0: 0: 0,     0.001,     1.838,     2.266,     1.680,   193.046,     0.737,     0.470,     2.271,     0.000,     0.000,    22.739,   138.000
2008-10-17  0: 0: 0,     0.000,     1.843,     2.272,     1.671,   191.376,     0.730,     0.462,     2.175,     0.000,     0.000,    19.901,   140.000
2008-10-18  0: 0: 0,     0.011,     1.857,     2.290,     1.661,   189.715,     0.724,     0.454,     2.084,     0.000,     0.000,    17.706,   139.000
2008-10-19  0: 0: 0,     0.649,     1.904,     2.348,     1.510,   188.501,     0.719,     0.449,     2.005,     0.011,     0.013,    15.967,   138.000
2008-10-20  0: 0: 0,    42.660,     2.074,     2.557,     2.557,   221.136,     0.844,     0.863,     4.531,     2.902,     4.566,    81.415,   138.000
2008-10-21  0: 0: 0,     4.191,     0.816,     1.006,     0.899,   223.633,     0.853,     0.879,     4.637,     0.245,     0.470,   153.325,   139.000
2008-10-22  0: 0: 0,     9.707,     0.792,     0.977,     0.977,   230.443,     0.879,     0.947,     5.056,     0.632,     1.289,   202.885,   144.000
